Country,liveType,City,tourCount,month,population
高雄市,觀光飯店,前金區,個別,2016-Sep,5919
高雄市,觀光飯店,前金區,個別,2016-Oct,8279
高雄市,觀光飯店,前金區,個別,2016-Nov,8371
高雄市,觀光飯店,前金區,個別,2016-Dec,0
高雄市,觀光飯店,前金區,團體,2016-Jan,10452
高雄市,觀光飯店,前金區,團體,2016-Feb,8848
高雄市,觀光飯店,前金區,團體,2016-Mar,9645
高雄市,觀光飯店,前金區,團體,2016-Apr,9466
高雄市,觀光飯店,前金區,團體,2016-May,10226
高雄市,觀光飯店,前金區,團體,2016-Jun,9078
高雄市,觀光飯店,前金區,團體,2016-Jul,9468
高雄市,觀光飯店,前金區,團體,2016-Aug,7839
高雄市,觀光飯店,前金區,團體,2016-Sep,9225
高雄市,觀光飯店,前金區,團體,2016-Oct,11261
高雄市,觀光飯店,前金區,團體,2016-Nov,9923
高雄市,觀光飯店,前金區,團體,2016-Dec,0
高雄市,觀光飯店,前金區,國內旅客,2016-Jan,6699
高雄市,觀光飯店,前金區,國內旅客,2016-Feb,9008
高雄市,觀光飯店,前金區,國內旅客,2016-Mar,5409
高雄市,觀光飯店,前金區,國內旅客,2016-Apr,6091
高雄市,觀光飯店,前金區,國內旅客,2016-May,5593
高雄市,觀光飯店,前金區,國內旅客,2016-Jun,7302
高雄市,觀光飯店,前金區,國內旅客,2016-Jul,8190
高雄市,觀光飯店,前金區,國內旅客,2016-Aug,10429
高雄市,觀光飯店,前金區,國內旅客,2016-Sep,7059
高雄市,觀光飯店,前金區,國內旅客,2016-Oct,7121
高雄市,觀光飯店,前金區,國內旅客,2016-Nov,6516
高雄市,觀光飯店,前金區,國內旅客,2016-Dec,0
高雄市,觀光飯店,前金區,陸客(含港澳),2016-Jan,2437
高雄市,觀光飯店,前金區,陸客(含港澳),2016-Feb,2742
高雄市,觀光飯店,前金區,陸客(含港澳),2016-Mar,2821
高雄市,觀光飯店,前金區,陸客(含港澳),2016-Apr,2875
高雄市,觀光飯店,前金區,陸客(含港澳),2016-May,2784
高雄市,觀光飯店,前金區,陸客(含港澳),2016-Jun,2225
高雄市,觀光飯店,前金區,陸客(含港澳),2016-Jul,2168
高雄市,觀光飯店,前金區,陸客(含港澳),2016-Aug,2250
高雄市,觀光飯店,前金區,陸客(含港澳),2016-Sep,1751
高雄市,觀光飯店,前金區,陸客(含港澳),2016-Oct,2403
高雄市,觀光飯店,前金區,陸客(含港澳),2016-Nov,2590
高雄市,觀光飯店,前金區,陸客(含港澳),2016-Dec,0
高雄市,觀光飯店,前金區,外籍旅客,2016-Jan,11113
高雄市,觀光飯店,前金區,外籍旅客,2016-Feb,6061
高雄市,觀光飯店,前金區,外籍旅客,2016-Mar,9261
高雄市,觀光飯店,前金區,外籍旅客,2016-Apr,7619
高雄市,觀光飯店,前金區,外籍旅客,2016-May,6674
高雄市,觀光飯店,前金區,外籍旅客,2016-Jun,7272
高雄市,觀光飯店,前金區,外籍旅客,2016-Jul,6542
高雄市,觀光飯店,前金區,外籍旅客,2016-Aug,6411
高雄市,觀光飯店,前金區,外籍旅客,2016-Sep,7373
高雄市,觀光飯店,前金區,外籍旅客,2016-Oct,8072
高雄市,觀光飯店,前金區,外籍旅客,2016-Nov,9295
高雄市,觀光飯店,前金區,外籍旅客,2016-Dec,0
高雄市,觀光飯店,前金區,個別,2016-Jan,13678
高雄市,觀光飯店,前金區,個別,2016-Feb,12605
高雄市,觀光飯店,前金區,個別,2016-Mar,13730
高雄市,觀光飯店,前金區,個別,2016-Apr,13198
高雄市,觀光飯店,前金區,個別,2016-May,11550
高雄市,觀光飯店,前金區,個別,2016-Jun,13332
高雄市,觀光飯店,前金區,個別,2016-Jul,13872
高雄市,觀光飯店,前金區,個別,2016-Aug,15973
高雄市,觀光飯店,前金區,個別,2016-Sep,13200
高雄市,觀光飯店,前金區,個別,2016-Oct,13376
高雄市,觀光飯店,前金區,個別,2016-Nov,13701
高雄市,觀光飯店,前金區,個別,2016-Dec,0
高雄市,觀光飯店,前金區,團體,2016-Jan,6571
高雄市,觀光飯店,前金區,團體,2016-Feb,5206
高雄市,觀光飯店,前金區,團體,2016-Mar,3761
高雄市,觀光飯店,前金區,團體,2016-Apr,3387
高雄市,觀光飯店,前金區,團體,2016-May,3501
高雄市,觀光飯店,前金區,團體,2016-Jun,3467
高雄市,觀光飯店,前金區,團體,2016-Jul,3028
高雄市,觀光飯店,前金區,團體,2016-Aug,3117
高雄市,觀光飯店,前金區,團體,2016-Sep,2983
高雄市,觀光飯店,前金區,團體,2016-Oct,4220
高雄市,觀光飯店,前金區,團體,2016-Nov,4700
高雄市,觀光飯店,前金區,團體,2016-Dec,0
高雄市,觀光飯店,新興區,國內旅客,2016-Jan,4725
高雄市,觀光飯店,新興區,國內旅客,2016-Feb,5469
高雄市,觀光飯店,新興區,國內旅客,2016-Mar,3795
高雄市,觀光飯店,新興區,國內旅客,2016-Apr,4660
高雄市,觀光飯店,新興區,國內旅客,2016-May,4000
高雄市,觀光飯店,新興區,國內旅客,2016-Jun,4519
高雄市,觀光飯店,新興區,國內旅客,2016-Jul,5867
高雄市,觀光飯店,新興區,國內旅客,2016-Aug,5599
高雄市,觀光飯店,新興區,國內旅客,2016-Sep,4680
高雄市,觀光飯店,新興區,國內旅客,2016-Oct,5059
高雄市,觀光飯店,新興區,國內旅客,2016-Nov,4006
高雄市,觀光飯店,新興區,國內旅客,2016-Dec,0
高雄市,觀光飯店,新興區,陸客(含港澳),2016-Jan,1848
高雄市,觀光飯店,新興區,陸客(含港澳),2016-Feb,2490
高雄市,觀光飯店,新興區,陸客(含港澳),2016-Mar,2254
高雄市,觀光飯店,新興區,陸客(含港澳),2016-Apr,2593
高雄市,觀光飯店,新興區,陸客(含港澳),2016-May,2983
高雄市,觀光飯店,新興區,陸客(含港澳),2016-Jun,1928
高雄市,觀光飯店,新興區,陸客(含港澳),2016-Jul,3012
高雄市,觀光飯店,新興區,陸客(含港澳),2016-Aug,2599
高雄市,觀光飯店,新興區,陸客(含港澳),2016-Sep,1376
高雄市,觀光飯店,新興區,陸客(含港澳),2016-Oct,1905
高雄市,觀光飯店,新興區,陸客(含港澳),2016-Nov,1684
高雄市,觀光飯店,新興區,陸客(含港澳),2016-Dec,0
高雄市,觀光飯店,新興區,外籍旅客,2016-Jan,5561
高雄市,觀光飯店,新興區,外籍旅客,2016-Feb,5645
高雄市,觀光飯店,新興區,外籍旅客,2016-Mar,5784
高雄市,觀光飯店,新興區,外籍旅客,2016-Apr,5528
高雄市,觀光飯店,新興區,外籍旅客,2016-May,4883
高雄市,觀光飯店,新興區,外籍旅客,2016-Jun,5493
高雄市,觀光飯店,新興區,外籍旅客,2016-Jul,6480
高雄市,觀光飯店,新興區,外籍旅客,2016-Aug,6281
高雄市,觀光飯店,新興區,外籍旅客,2016-Sep,4984
高雄市,觀光飯店,新興區,外籍旅客,2016-Oct,6277
高雄市,觀光飯店,新興區,外籍旅客,2016-Nov,7893
高雄市,觀光飯店,新興區,外籍旅客,2016-Dec,0
高雄市,觀光飯店,新興區,個別,2016-Jan,8981
高雄市,觀光飯店,新興區,個別,2016-Feb,10923
高雄市,觀光飯店,新興區,個別,2016-Mar,8722
高雄市,觀光飯店,新興區,個別,2016-Apr,9216
高雄市,觀光飯店,新興區,個別,2016-May,7970
高雄市,觀光飯店,新興區,個別,2016-Jun,9230
高雄市,觀光飯店,新興區,個別,2016-Jul,12056
高雄市,觀光飯店,新興區,個別,2016-Aug,12093
高雄市,觀光飯店,新興區,個別,2016-Sep,8958
高雄市,觀光飯店,新興區,個別,2016-Oct,8676
高雄市,觀光飯店,新興區,個別,2016-Nov,9469
高雄市,觀光飯店,新興區,個別,2016-Dec,0
高雄市,觀光飯店,新興區,團體,2016-Jan,3153
高雄市,觀光飯店,新興區,團體,2016-Feb,2681
高雄市,觀光飯店,新興區,團體,2016-Mar,3111
高雄市,觀光飯店,新興區,團體,2016-Apr,3565
高雄市,觀光飯店,新興區,團體,2016-May,3896
高雄市,觀光飯店,新興區,團體,2016-Jun,2710
高雄市,觀光飯店,新興區,團體,2016-Jul,3303
高雄市,觀光飯店,新興區,團體,2016-Aug,2386
高雄市,觀光飯店,新興區,團體,2016-Sep,2082
高雄市,觀光飯店,新興區,團體,2016-Oct,4565
高雄市,觀光飯店,新興區,團體,2016-Nov,4114
高雄市,觀光飯店,新興區,團體,2016-Dec,0
高雄市,觀光飯店,苓雅區,國內旅客,2016-Jan,6927
高雄市,觀光飯店,苓雅區,國內旅客,2016-Feb,8858
高雄市,觀光飯店,苓雅區,國內旅客,2016-Mar,7882
高雄市,觀光飯店,苓雅區,國內旅客,2016-Apr,9148
高雄市,觀光飯店,苓雅區,國內旅客,2016-May,10121
高雄市,觀光飯店,苓雅區,國內旅客,2016-Jun,9630
高雄市,觀光飯店,苓雅區,國內旅客,2016-Jul,8271
高雄市,觀光飯店,苓雅區,國內旅客,2016-Aug,10184
高雄市,觀光飯店,苓雅區,國內旅客,2016-Sep,8354
高雄市,觀光飯店,苓雅區,國內旅客,2016-Oct,11602
高雄市,觀光飯店,苓雅區,國內旅客,2016-Nov,10294
高雄市,觀光飯店,苓雅區,國內旅客,2016-Dec,0
高雄市,觀光飯店,苓雅區,陸客(含港澳),2016-Jan,4606
高雄市,觀光飯店,苓雅區,陸客(含港澳),2016-Feb,6470
高雄市,觀光飯店,苓雅區,陸客(含港澳),2016-Mar,4742
高雄市,觀光飯店,苓雅區,陸客(含港澳),2016-Apr,5271
高雄市,觀光飯店,苓雅區,陸客(含港澳),2016-May,4923
高雄市,觀光飯店,苓雅區,陸客(含港澳),2016-Jun,5066
高雄市,觀光飯店,苓雅區,陸客(含港澳),2016-Jul,5706
高雄市,觀光飯店,苓雅區,陸客(含港澳),2016-Aug,5482
高雄市,觀光飯店,苓雅區,陸客(含港澳),2016-Sep,4322
高雄市,觀光飯店,苓雅區,陸客(含港澳),2016-Oct,4909
高雄市,觀光飯店,苓雅區,陸客(含港澳),2016-Nov,3767
高雄市,觀光飯店,苓雅區,陸客(含港澳),2016-Dec,0
高雄市,觀光飯店,苓雅區,外籍旅客,2016-Jan,9199
高雄市,觀光飯店,苓雅區,外籍旅客,2016-Feb,4205
高雄市,觀光飯店,苓雅區,外籍旅客,2016-Mar,5881
高雄市,觀光飯店,苓雅區,外籍旅客,2016-Apr,3886
高雄市,觀光飯店,苓雅區,外籍旅客,2016-May,3624
高雄市,觀光飯店,苓雅區,外籍旅客,2016-Jun,5357
高雄市,觀光飯店,苓雅區,外籍旅客,2016-Jul,2744
高雄市,觀光飯店,苓雅區,外籍旅客,2016-Aug,2728
高雄市,觀光飯店,苓雅區,外籍旅客,2016-Sep,2951
高雄市,觀光飯店,苓雅區,外籍旅客,2016-Oct,3733
高雄市,觀光飯店,苓雅區,外籍旅客,2016-Nov,9710
高雄市,觀光飯店,苓雅區,外籍旅客,2016-Dec,0
高雄市,觀光飯店,苓雅區,個別,2016-Jan,6823
高雄市,觀光飯店,苓雅區,個別,2016-Feb,7520
高雄市,觀光飯店,苓雅區,個別,2016-Mar,7604
高雄市,觀光飯店,苓雅區,個別,2016-Apr,8187
高雄市,觀光飯店,苓雅區,個別,2016-May,6705
高雄市,觀光飯店,苓雅區,個別,2016-Jun,10231
高雄市,觀光飯店,苓雅區,個別,2016-Jul,7709
高雄市,觀光飯店,苓雅區,個別,2016-Aug,10358
高雄市,觀光飯店,苓雅區,個別,2016-Sep,6632
高雄市,觀光飯店,苓雅區,個別,2016-Oct,8886
高雄市,觀光飯店,苓雅區,個別,2016-Nov,14076
高雄市,觀光飯店,苓雅區,個別,2016-Dec,0
高雄市,觀光飯店,苓雅區,團體,2016-Jan,13909
高雄市,觀光飯店,苓雅區,團體,2016-Feb,12013
高雄市,觀光飯店,苓雅區,團體,2016-Mar,10901
高雄市,觀光飯店,苓雅區,團體,2016-Apr,10118
高雄市,觀光飯店,苓雅區,團體,2016-May,11963
高雄市,觀光飯店,苓雅區,團體,2016-Jun,9822
高雄市,觀光飯店,苓雅區,團體,2016-Jul,9012
高雄市,觀光飯店,苓雅區,團體,2016-Aug,8036
高雄市,觀光飯店,苓雅區,團體,2016-Sep,8995
高雄市,觀光飯店,苓雅區,團體,2016-Oct,11358
高雄市,觀光飯店,苓雅區,團體,2016-Nov,9695
高雄市,觀光飯店,苓雅區,團體,2016-Dec,0
高雄市,觀光飯店,苓雅區,國內旅客,2016-Jan,5402
高雄市,觀光飯店,苓雅區,國內旅客,2016-Feb,6088
高雄市,觀光飯店,苓雅區,國內旅客,2016-Mar,5512
高雄市,觀光飯店,苓雅區,國內旅客,2016-Apr,5173
高雄市,觀光飯店,苓雅區,國內旅客,2016-May,6076
高雄市,觀光飯店,苓雅區,國內旅客,2016-Jun,6629
高雄市,觀光飯店,苓雅區,國內旅客,2016-Jul,7685
高雄市,觀光飯店,苓雅區,國內旅客,2016-Aug,6469
高雄市,觀光飯店,苓雅區,國內旅客,2016-Sep,5960
高雄市,觀光飯店,苓雅區,國內旅客,2016-Oct,8149
高雄市,觀光飯店,苓雅區,國內旅客,2016-Nov,6681
高雄市,觀光飯店,苓雅區,國內旅客,2016-Dec,0
高雄市,觀光飯店,苓雅區,陸客(含港澳),2016-Jan,3843
高雄市,觀光飯店,苓雅區,陸客(含港澳),2016-Feb,4423
高雄市,觀光飯店,苓雅區,陸客(含港澳),2016-Mar,3371
高雄市,觀光飯店,苓雅區,陸客(含港澳),2016-Apr,4588
高雄市,觀光飯店,苓雅區,陸客(含港澳),2016-May,4615
高雄市,觀光飯店,苓雅區,陸客(含港澳),2016-Jun,3446
高雄市,觀光飯店,苓雅區,陸客(含港澳),2016-Jul,3473
高雄市,觀光飯店,苓雅區,陸客(含港澳),2016-Aug,3430
高雄市,觀光飯店,苓雅區,陸客(含港澳),2016-Sep,1704
高雄市,觀光飯店,苓雅區,陸客(含港澳),2016-Oct,3175
高雄市,觀光飯店,苓雅區,陸客(含港澳),2016-Nov,2309
高雄市,觀光飯店,苓雅區,陸客(含港澳),2016-Dec,0
高雄市,觀光飯店,苓雅區,外籍旅客,2016-Jan,3373
高雄市,觀光飯店,苓雅區,外籍旅客,2016-Feb,2150
高雄市,觀光飯店,苓雅區,外籍旅客,2016-Mar,3459
高雄市,觀光飯店,苓雅區,外籍旅客,2016-Apr,3231
高雄市,觀光飯店,苓雅區,外籍旅客,2016-May,2726
高雄市,觀光飯店,苓雅區,外籍旅客,2016-Jun,2841
高雄市,觀光飯店,苓雅區,外籍旅客,2016-Jul,4441
高雄市,觀光飯店,苓雅區,外籍旅客,2016-Aug,2401
高雄市,觀光飯店,苓雅區,外籍旅客,2016-Sep,2121
高雄市,觀光飯店,苓雅區,外籍旅客,2016-Oct,2727
高雄市,觀光飯店,苓雅區,外籍旅客,2016-Nov,5604
高雄市,觀光飯店,苓雅區,外籍旅客,2016-Dec,0
高雄市,觀光飯店,苓雅區,個別,2016-Jan,6911
高雄市,觀光飯店,苓雅區,個別,2016-Feb,7194
高雄市,觀光飯店,苓雅區,個別,2016-Mar,6312
高雄市,觀光飯店,苓雅區,個別,2016-Apr,6307
高雄市,觀光飯店,苓雅區,個別,2016-May,5397
高雄市,觀光飯店,苓雅區,個別,2016-Jun,6421
高雄市,觀光飯店,苓雅區,個別,2016-Jul,7286
高雄市,觀光飯店,苓雅區,個別,2016-Aug,7998
高雄市,觀光飯店,苓雅區,個別,2016-Sep,5862
高雄市,觀光飯店,苓雅區,個別,2016-Oct,7003
高雄市,觀光飯店,苓雅區,個別,2016-Nov,9002
高雄市,觀光飯店,苓雅區,個別,2016-Dec,0
高雄市,觀光飯店,苓雅區,團體,2016-Jan,5707
高雄市,觀光飯店,苓雅區,團體,2016-Feb,5467
高雄市,觀光飯店,苓雅區,團體,2016-Mar,6030
高雄市,觀光飯店,苓雅區,團體,2016-Apr,6685
高雄市,觀光飯店,苓雅區,團體,2016-May,8020
高雄市,觀光飯店,苓雅區,團體,2016-Jun,6495
高雄市,觀光飯店,苓雅區,團體,2016-Jul,8313
高雄市,觀光飯店,苓雅區,團體,2016-Aug,4302
高雄市,觀光飯店,苓雅區,團體,2016-Sep,3923
高雄市,觀光飯店,苓雅區,團體,2016-Oct,7048
高雄市,觀光飯店,苓雅區,團體,2016-Nov,5592
高雄市,觀光飯店,苓雅區,團體,2016-Dec,0
高雄市,觀光飯店,苓雅區,國內旅客,2016-Jan,3283
高雄市,觀光飯店,苓雅區,國內旅客,2016-Feb,4152
高雄市,觀光飯店,苓雅區,國內旅客,2016-Mar,3405
高雄市,觀光飯店,苓雅區,國內旅客,2016-Apr,3375
高雄市,觀光飯店,苓雅區,國內旅客,2016-May,3666
高雄市,觀光飯店,苓雅區,國內旅客,2016-Jun,4172
高雄市,觀光飯店,苓雅區,國內旅客,2016-Jul,6481
高雄市,觀光飯店,苓雅區,國內旅客,2016-Aug,4608
高雄市,觀光飯店,苓雅區,國內旅客,2016-Sep,3659
高雄市,觀光飯店,苓雅區,國內旅客,2016-Oct,4311
高雄市,觀光飯店,苓雅區,國內旅客,2016-Nov,4007
高雄市,觀光飯店,苓雅區,國內旅客,2016-Dec,0
高雄市,觀光飯店,苓雅區,陸客(含港澳),2016-Jan,2429
高雄市,觀光飯店,苓雅區,陸客(含港澳),2016-Feb,2610
高雄市,觀光飯店,苓雅區,陸客(含港澳),2016-Mar,2062
高雄市,觀光飯店,苓雅區,陸客(含港澳),2016-Apr,2998
高雄市,觀光飯店,苓雅區,陸客(含港澳),2016-May,2517
高雄市,觀光飯店,苓雅區,陸客(含港澳),2016-Jun,2122
高雄市,觀光飯店,苓雅區,陸客(含港澳),2016-Jul,2462
高雄市,觀光飯店,苓雅區,陸客(含港澳),2016-Aug,2799
高雄市,觀光飯店,苓雅區,陸客(含港澳),2016-Sep,1098
高雄市,觀光飯店,苓雅區,陸客(含港澳),2016-Oct,1723
高雄市,觀光飯店,苓雅區,陸客(含港澳),2016-Nov,1701
高雄市,觀光飯店,苓雅區,陸客(含港澳),2016-Dec,0
高雄市,觀光飯店,苓雅區,外籍旅客,2016-Jan,2444
高雄市,觀光飯店,苓雅區,外籍旅客,2016-Feb,1732
高雄市,觀光飯店,苓雅區,外籍旅客,2016-Mar,2305
高雄市,觀光飯店,苓雅區,外籍旅客,2016-Apr,2370
高雄市,觀光飯店,苓雅區,外籍旅客,2016-May,1408
高雄市,觀光飯店,苓雅區,外籍旅客,2016-Jun,1362
高雄市,觀光飯店,苓雅區,外籍旅客,2016-Jul,1345
高雄市,觀光飯店,苓雅區,外籍旅客,2016-Aug,1662
高雄市,觀光飯店,苓雅區,外籍旅客,2016-Sep,1141
高雄市,觀光飯店,苓雅區,外籍旅客,2016-Oct,1412
高雄市,觀光飯店,苓雅區,外籍旅客,2016-Nov,3063
高雄市,觀光飯店,苓雅區,外籍旅客,2016-Dec,0
高雄市,觀光飯店,苓雅區,個別,2016-Jan,5678
高雄市,觀光飯店,苓雅區,個別,2016-Feb,6239
高雄市,觀光飯店,苓雅區,個別,2016-Mar,5111
高雄市,觀光飯店,苓雅區,個別,2016-Apr,5837
高雄市,觀光飯店,苓雅區,個別,2016-May,5009
高雄市,觀光飯店,苓雅區,個別,2016-Jun,5273
高雄市,觀光飯店,苓雅區,個別,2016-Jul,7673
高雄市,觀光飯店,苓雅區,個別,2016-Aug,7271
高雄市,觀光飯店,苓雅區,個別,2016-Sep,4838
高雄市,觀光飯店,苓雅區,個別,2016-Oct,5319
高雄市,觀光飯店,苓雅區,個別,2016-Nov,6811
高雄市,觀光飯店,苓雅區,個別,2016-Dec,0
高雄市,觀光飯店,苓雅區,團體,2016-Jan,2478
高雄市,觀光飯店,苓雅區,團體,2016-Feb,2255
高雄市,觀光飯店,苓雅區,團體,2016-Mar,2661
高雄市,觀光飯店,苓雅區,團體,2016-Apr,2906
高雄市,觀光飯店,苓雅區,團體,2016-May,2582
高雄市,觀光飯店,苓雅區,團體,2016-Jun,2383
高雄市,觀光飯店,苓雅區,團體,2016-Jul,2615
高雄市,觀光飯店,苓雅區,團體,2016-Aug,1798
高雄市,觀光飯店,苓雅區,團體,2016-Sep,1060
高雄市,觀光飯店,苓雅區,團體,2016-Oct,2127
高雄市,觀光飯店,苓雅區,團體,2016-Nov,1960
高雄市,觀光飯店,苓雅區,團體,2016-Dec,0
高雄市,觀光飯店,鹽埕區,國內旅客,2016-Jan,4107
高雄市,觀光飯店,鹽埕區,國內旅客,2016-Feb,5427
高雄市,觀光飯店,鹽埕區,國內旅客,2016-Mar,3226
高雄市,觀光飯店,鹽埕區,國內旅客,2016-Apr,3988
高雄市,觀光飯店,鹽埕區,國內旅客,2016-May,5154
高雄市,觀光飯店,鹽埕區,國內旅客,2016-Jun,5789
高雄市,觀光飯店,鹽埕區,國內旅客,2016-Jul,5961
高雄市,觀光飯店,鹽埕區,國內旅客,2016-Aug,5727
高雄市,觀光飯店,鹽埕區,國內旅客,2016-Sep,3894
高雄市,觀光飯店,鹽埕區,國內旅客,2016-Oct,4811
高雄市,觀光飯店,鹽埕區,國內旅客,2016-Nov,4562
高雄市,觀光飯店,鹽埕區,國內旅客,2016-Dec,0
高雄市,觀光飯店,鹽埕區,陸客(含港澳),2016-Jan,3068
高雄市,觀光飯店,鹽埕區,陸客(含港澳),2016-Feb,3201
高雄市,觀光飯店,鹽埕區,陸客(含港澳),2016-Mar,3928
高雄市,觀光飯店,鹽埕區,陸客(含港澳),2016-Apr,3761
高雄市,觀光飯店,鹽埕區,陸客(含港澳),2016-May,3018
高雄市,觀光飯店,鹽埕區,陸客(含港澳),2016-Jun,2337
高雄市,觀光飯店,鹽埕區,陸客(含港澳),2016-Jul,3372
高雄市,觀光飯店,鹽埕區,陸客(含港澳),2016-Aug,1995
高雄市,觀光飯店,鹽埕區,陸客(含港澳),2016-Sep,1078
高雄市,觀光飯店,鹽埕區,陸客(含港澳),2016-Oct,1013
高雄市,觀光飯店,鹽埕區,陸客(含港澳),2016-Nov,1343
高雄市,觀光飯店,鹽埕區,陸客(含港澳),2016-Dec,0
高雄市,觀光飯店,鹽埕區,外籍旅客,2016-Jan,511
高雄市,觀光飯店,鹽埕區,外籍旅客,2016-Feb,381
高雄市,觀光飯店,鹽埕區,外籍旅客,2016-Mar,559
高雄市,觀光飯店,鹽埕區,外籍旅客,2016-Apr,681
高雄市,觀光飯店,鹽埕區,外籍旅客,2016-May,542
高雄市,觀光飯店,鹽埕區,外籍旅客,2016-Jun,983
高雄市,觀光飯店,鹽埕區,外籍旅客,2016-Jul,443
高雄市,觀光飯店,鹽埕區,外籍旅客,2016-Aug,398
高雄市,觀光飯店,鹽埕區,外籍旅客,2016-Sep,457
高雄市,觀光飯店,鹽埕區,外籍旅客,2016-Oct,877
高雄市,觀光飯店,鹽埕區,外籍旅客,2016-Nov,931
高雄市,觀光飯店,鹽埕區,外籍旅客,2016-Dec,0
高雄市,觀光飯店,鹽埕區,個別,2016-Jan,3528
高雄市,觀光飯店,鹽埕區,個別,2016-Feb,4794
高雄市,觀光飯店,鹽埕區,個別,2016-Mar,2238
高雄市,觀光飯店,鹽埕區,個別,2016-Apr,2853
高雄市,觀光飯店,鹽埕區,個別,2016-May,2238
高雄市,觀光飯店,鹽埕區,個別,2016-Jun,3263
高雄市,觀光飯店,鹽埕區,個別,2016-Jul,4194
高雄市,觀光飯店,鹽埕區,個別,2016-Aug,4807
高雄市,觀光飯店,鹽埕區,個別,2016-Sep,1867
高雄市,觀光飯店,鹽埕區,個別,2016-Oct,2447
高雄市,觀光飯店,鹽埕區,個別,2016-Nov,3312
高雄市,觀光飯店,鹽埕區,個別,2016-Dec,0
高雄市,觀光飯店,鹽埕區,團體,2016-Jan,4158
高雄市,觀光飯店,鹽埕區,團體,2016-Feb,4215
高雄市,觀光飯店,鹽埕區,團體,2016-Mar,5475
高雄市,觀光飯店,鹽埕區,團體,2016-Apr,5577
高雄市,觀光飯店,鹽埕區,團體,2016-May,6476
高雄市,觀光飯店,鹽埕區,團體,2016-Jun,5846
高雄市,觀光飯店,鹽埕區,團體,2016-Jul,5582
高雄市,觀光飯店,鹽埕區,團體,2016-Aug,3313
高雄市,觀光飯店,鹽埕區,團體,2016-Sep,3562
高雄市,觀光飯店,鹽埕區,團體,2016-Oct,4254
高雄市,觀光飯店,鹽埕區,團體,2016-Nov,3524
高雄市,觀光飯店,鹽埕區,團體,2016-Dec,0
高雄市,旅館,三民區,國內旅客,2016-Jan,60381
高雄市,旅館,三民區,國內旅客,2016-Feb,70999
高雄市,旅館,三民區,國內旅客,2016-Mar,65804
高雄市,旅館,三民區,國內旅客,2016-Apr,70139
高雄市,旅館,三民區,國內旅客,2016-May,68685
高雄市,旅館,三民區,國內旅客,2016-Jun,67258
高雄市,旅館,三民區,國內旅客,2016-Jul,42264
高雄市,旅館,三民區,國內旅客,2016-Aug,38673
高雄市,旅館,三民區,國內旅客,2016-Sep,35348
高雄市,旅館,三民區,國內旅客,2016-Oct,24273
高雄市,旅館,三民區,國內旅客,2016-Nov,22717
高雄市,旅館,三民區,國內旅客,2016-Dec,0
高雄市,旅館,三民區,陸客(含港澳),2016-Jan,46067
高雄市,旅館,三民區,陸客(含港澳),2016-Feb,42855
高雄市,旅館,三民區,陸客(含港澳),2016-Mar,50396
高雄市,旅館,三民區,陸客(含港澳),2016-Apr,45425
高雄市,旅館,三民區,陸客(含港澳),2016-May,35916
高雄市,旅館,三民區,陸客(含港澳),2016-Jun,28386
高雄市,旅館,三民區,陸客(含港澳),2016-Jul,22561
高雄市,旅館,三民區,陸客(含港澳),2016-Aug,17547
高雄市,旅館,三民區,陸客(含港澳),2016-Sep,13982
高雄市,旅館,三民區,陸客(含港澳),2016-Oct,10999
高雄市,旅館,三民區,陸客(含港澳),2016-Nov,12715
高雄市,旅館,三民區,陸客(含港澳),2016-Dec,0
高雄市,旅館,三民區,外籍旅客,2016-Jan,5032
高雄市,旅館,三民區,外籍旅客,2016-Feb,4816
高雄市,旅館,三民區,外籍旅客,2016-Mar,4484
高雄市,旅館,三民區,外籍旅客,2016-Apr,4468
高雄市,旅館,三民區,外籍旅客,2016-May,3969
高雄市,旅館,三民區,外籍旅客,2016-Jun,4781
高雄市,旅館,三民區,外籍旅客,2016-Jul,2646
高雄市,旅館,三民區,外籍旅客,2016-Aug,3087
高雄市,旅館,三民區,外籍旅客,2016-Sep,2397
高雄市,旅館,三民區,外籍旅客,2016-Oct,2049
高雄市,旅館,三民區,外籍旅客,2016-Nov,4070
高雄市,旅館,三民區,外籍旅客,2016-Dec,0
高雄市,旅館,三民區,個別,2016-Jan,56703
高雄市,旅館,三民區,個別,2016-Feb,65866
高雄市,旅館,三民區,個別,2016-Mar,56713
高雄市,旅館,三民區,個別,2016-Apr,58897
高雄市,旅館,三民區,個別,2016-May,54531
高雄市,旅館,三民區,個別,2016-Jun,61549
高雄市,旅館,三民區,個別,2016-Jul,38545
高雄市,旅館,三民區,個別,2016-Aug,36753
高雄市,旅館,三民區,個別,2016-Sep,30673
高雄市,旅館,三民區,個別,2016-Oct,21783
高雄市,旅館,三民區,個別,2016-Nov,22912
高雄市,旅館,三民區,個別,2016-Dec,0
高雄市,旅館,三民區,團體,2016-Jan,54777
高雄市,旅館,三民區,團體,2016-Feb,52804
高雄市,旅館,三民區,團體,2016-Mar,63971
高雄市,旅館,三民區,團體,2016-Apr,61135
高雄市,旅館,三民區,團體,2016-May,54039
高雄市,旅館,三民區,團體,2016-Jun,38876
高雄市,旅館,三民區,團體,2016-Jul,28926
高雄市,旅館,三民區,團體,2016-Aug,22554
高雄市,旅館,三民區,團體,2016-Sep,21054
高雄市,旅館,三民區,團體,2016-Oct,15538
高雄市,旅館,三民區,團體,2016-Nov,16590
高雄市,旅館,三民區,團體,2016-Dec,0
